[34m[1mwandb[0m: Detected [openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                                                            | 0/128 [00:00<?, ?it/s]/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:838: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/utils/checkpoint.py:86: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                                                                                         

{'loss': 0.8173, 'learning_rate': 5e-06, 'epoch': 0.01}
{'loss': 0.7193, 'learning_rate': 8.73661405077871e-06, 'epoch': 0.55}

{'loss': 0.6445, 'learning_rate': 8.485722224954237e-06, 'epoch': 0.56}

{'loss': 0.622, 'learning_rate': 8.23580233742192e-06, 'epoch': 0.57}

{'loss': 0.6653, 'learning_rate': 7.987014799113398e-06, 'epoch': 0.58}

{'loss': 0.641, 'learning_rate': 7.739519294162652e-06, 'epoch': 0.59}

{'loss': 0.687, 'learning_rate': 7.493474677412795e-06, 'epoch': 0.59}

{'loss': 0.6799, 'learning_rate': 7.24903887245522e-06, 'epoch': 0.6}

{'loss': 0.6736, 'learning_rate': 7.006368770266421e-06, 'epoch': 0.61}

{'loss': 0.6044, 'learning_rate': 6.7656201285076195e-06, 'epoch': 0.62}

{'loss': 0.7814, 'learning_rate': 6.526947471551799e-06, 'epoch': 0.62}

{'loss': 0.7408, 'learning_rate': 6.290503991302324e-06, 'epoch': 0.63}

{'loss': 0.6887, 'learning_rate': 6.056441448866817e-06, 'epoch': 0.64}

{'loss': 0.6929, 'learning_rate': 5.824910077149372e-06, 'epoch': 0.65}

{'loss': 0.6546, 'learning_rate': 5.5960584844236565e-06, 'epoch': 0.66}

{'loss': 0.6698, 'learning_rate': 5.370033558948793e-06, 'epoch': 0.66}

{'loss': 0.6246, 'learning_rate': 5.146980374689192e-06, 'epoch': 0.67}

{'loss': 0.6694, 'learning_rate': 4.9270420981989295e-06, 'epoch': 0.68}

{'loss': 0.7621, 'learning_rate': 4.710359896730379e-06, 'epoch': 0.69}

{'loss': 0.605, 'learning_rate': 4.497072847626087e-06, 'epoch': 0.7}

{'loss': 0.6888, 'learning_rate': 4.287317849052075e-06, 'epoch': 0.7}

{'loss': 0.6273, 'learning_rate': 4.081229532129826e-06, 'epoch': 0.71}

{'loss': 0.6714, 'learning_rate': 3.878940174523371e-06, 'epoch': 0.72}

{'loss': 0.631, 'learning_rate': 3.680579615536961e-06, 'epoch': 0.73}

{'loss': 0.6848, 'learning_rate': 3.48627517277778e-06, 'epoch': 0.73}

{'loss': 0.6668, 'learning_rate': 3.296151560437214e-06, 'epoch': 0.74}

{'loss': 0.679, 'learning_rate': 3.110330809243134e-06, 'epoch': 0.75}

{'loss': 0.6361, 'learning_rate': 2.9289321881345257e-06, 'epoch': 0.76}

{'loss': 0.6804, 'learning_rate': 2.7520721277088023e-06, 'epoch': 0.77}

{'loss': 0.6417, 'learning_rate': 2.5798641454908945e-06, 'epoch': 0.77}

{'loss': 0.616, 'learning_rate': 2.4124187730720916e-06, 'epoch': 0.78}

{'loss': 0.6874, 'learning_rate': 2.2498434851654125e-06, 'epoch': 0.79}

{'loss': 0.6863, 'learning_rate': 2.092242630623016e-06, 'epoch': 0.8}

{'loss': 0.6441, 'learning_rate': 1.939717365459952e-06, 'epoch': 0.8}

{'loss': 0.6821, 'learning_rate': 1.7923655879272395e-06, 'epoch': 0.81}

{'loss': 0.6712, 'learning_rate': 1.6502818756759275e-06, 'epoch': 0.82}

{'loss': 0.661, 'learning_rate': 1.5135574250524898e-06, 'epoch': 0.83}

{'loss': 0.6722, 'learning_rate': 1.3822799925645036e-06, 'epoch': 0.84}

{'loss': 0.5623, 'learning_rate': 1.2565338385541792e-06, 'epoch': 0.84}

{'loss': 0.6078, 'learning_rate': 1.1363996731159188e-06, 'epoch': 0.85}

{'loss': 0.5978, 'learning_rate': 1.0219546042925842e-06, 'epoch': 0.86}

{'loss': 0.6518, 'learning_rate': 9.132720885837509e-07, 'epoch': 0.87}

{'loss': 0.6908, 'learning_rate': 8.10421883797694e-07, 'epoch': 0.88}

{'loss': 0.654, 'learning_rate': 7.13470004277379e-07, 'epoch': 0.88}

{'loss': 0.6231, 'learning_rate': 6.22478678529197e-07, 'epoch': 0.89}

{'loss': 0.7091, 'learning_rate': 5.375063092816313e-07, 'epoch': 0.9}

{'loss': 0.6624, 'learning_rate': 4.5860743599951186e-07, 'epoch': 0.91}

{'loss': 0.6224, 'learning_rate': 3.8583269987787607e-07, 'epoch': 0.91}

{'loss': 0.6407, 'learning_rate': 3.1922881133795827e-07, 'epoch': 0.92}

{'loss': 0.5728, 'learning_rate': 2.588385200461307e-07, 'epoch': 0.93}

{'loss': 0.627, 'learning_rate': 2.0470058747505516e-07, 'epoch': 0.94}

{'loss': 0.5864, 'learning_rate': 1.5684976202465786e-07, 'epoch': 0.95}

{'loss': 0.6774, 'learning_rate': 1.1531675671888621e-07, 'epoch': 0.95}

{'loss': 0.7061, 'learning_rate': 8.012822949256981e-08, 'epoch': 0.96}

{'loss': 0.6485, 'learning_rate': 5.1306766081048456e-08, 'epoch': 0.97}

{'loss': 0.556, 'learning_rate': 2.8870865523525916e-08, 'epoch': 0.98}

{'loss': 0.6475, 'learning_rate': 1.2834928289472415e-08, 'epoch': 0.98}

{'loss': 0.6488, 'learning_rate': 3.209247035694807e-09, 'epoch': 0.99}

{'loss': 0.713, 'learning_rate': 0.0, 'epoch': 1.0}
{'train_runtime': 323.7329, 'train_samples_per_second': 12.628, 'train_steps_per_second': 0.395, 'train_loss': 0.6814710260368884, 'epoch': 1.0}
Some non-default generation parameters are set in the model config. These should go into a GenerationConfig file (https://huggingface.co/docs/transformers/generation_strategies#save-a-custom-decoding-strategy-with-your-model) instead. This warning will be raised to an exception in v4.41.
Non-default generation parameters: {'max_length': 4096}
You are using a model of type llava to instantiate a model of type llama. This is not supported for all configurations of models and can yield errors.
