[34m[1mwandb[0m: Detected [openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                                                                                 | 0/125 [00:00<?, ?it/s]/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:838: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/utils/checkpoint.py:86: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                                                                                                              

{'loss': 1.0846, 'learning_rate': 5e-06, 'epoch': 0.01}
{'loss': 0.7837, 'learning_rate': 5.64233334880181e-07, 'epoch': 0.9}

{'loss': 1.0089, 'learning_rate': 4.814437156393048e-07, 'epoch': 0.9}

{'loss': 1.325, 'learning_rate': 4.0507026385502747e-07, 'epoch': 0.91}

{'loss': 0.9054, 'learning_rate': 3.3516446053363015e-07, 'epoch': 0.92}

{'loss': 0.9379, 'learning_rate': 2.717734270375272e-07, 'epoch': 0.93}

{'loss': 0.8668, 'learning_rate': 2.1493989332218468e-07, 'epoch': 0.94}

{'loss': 0.8187, 'learning_rate': 1.6470216913317628e-07, 'epoch': 0.94}

{'loss': 0.8779, 'learning_rate': 1.2109411818274851e-07, 'epoch': 0.95}

{'loss': 0.8694, 'learning_rate': 8.41451353233369e-08, 'epoch': 0.96}

{'loss': 0.8711, 'learning_rate': 5.388012673338661e-08, 'epoch': 0.97}

{'loss': 0.9376, 'learning_rate': 3.03194931288664e-08, 'epoch': 0.98}

{'loss': 0.8231, 'learning_rate': 1.3479116011769766e-08, 'epoch': 0.98}

{'loss': 0.8703, 'learning_rate': 3.3703469648760367e-09, 'epoch': 0.99}

{'loss': 0.9083, 'learning_rate': 0.0, 'epoch': 1.0}
{'train_runtime': 331.3595, 'train_samples_per_second': 12.056, 'train_steps_per_second': 0.377, 'train_loss': 0.9053321862220765, 'epoch': 1.0}
Some non-default generation parameters are set in the model config. These should go into a GenerationConfig file (https://huggingface.co/docs/transformers/generation_strategies#save-a-custom-decoding-strategy-with-your-model) instead. This warning will be raised to an exception in v4.41.
Non-default generation parameters: {'max_length': 4096}
You are using a model of type llava to instantiate a model of type llama. This is not supported for all configurations of models and can yield errors.
