[34m[1mwandb[0m: Detected [openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
  0%|                                                                                                                                                 | 0/138 [00:00<?, ?it/s]/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:838: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
/vast/users/xiaodan/miniconda3/envs/llava/lib/python3.10/site-packages/torch/utils/checkpoint.py:86: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
                                                                                                                                                                              

{'loss': 0.9432, 'learning_rate': 4.000000000000001e-06, 'epoch': 0.01}
{'loss': 0.9261, 'learning_rate': 3.7651019814126656e-06, 'epoch': 0.72}

{'loss': 0.8033, 'learning_rate': 3.582182064769687e-06, 'epoch': 0.73}

{'loss': 0.8526, 'learning_rate': 3.402842812894529e-06, 'epoch': 0.74}

{'loss': 0.8498, 'learning_rate': 3.2271842837425917e-06, 'epoch': 0.75}

{'loss': 0.8719, 'learning_rate': 3.0553044816999133e-06, 'epoch': 0.75}

{'loss': 0.8575, 'learning_rate': 2.8872993029040506e-06, 'epoch': 0.76}

{'loss': 0.8741, 'learning_rate': 2.723262481741138e-06, 'epoch': 0.77}

{'loss': 0.9175, 'learning_rate': 2.563285538549104e-06, 'epoch': 0.78}

{'loss': 0.8617, 'learning_rate': 2.407457728556115e-06, 'epoch': 0.78}

{'loss': 0.9898, 'learning_rate': 2.2558659920828095e-06, 'epoch': 0.79}

{'loss': 0.8793, 'learning_rate': 2.1085949060360654e-06, 'epoch': 0.8}

{'loss': 0.9337, 'learning_rate': 1.96572663672139e-06, 'epoch': 0.8}

{'loss': 0.8916, 'learning_rate': 1.8273408940002202e-06, 'epoch': 0.81}

{'loss': 0.8578, 'learning_rate': 1.693514886817772e-06, 'epoch': 0.82}

{'loss': 0.7691, 'learning_rate': 1.5643232801261731e-06, 'epoch': 0.83}

{'loss': 0.8684, 'learning_rate': 1.4398381532270001e-06, 'epoch': 0.83}

{'loss': 0.9191, 'learning_rate': 1.3201289595563693e-06, 'epoch': 0.84}

{'loss': 0.8547, 'learning_rate': 1.2052624879351105e-06, 'epoch': 0.85}

{'loss': 0.9574, 'learning_rate': 1.0953028253055541e-06, 'epoch': 0.86}

{'loss': 0.9026, 'learning_rate': 9.903113209758098e-07, 'epoch': 0.86}

{'loss': 1.2167, 'learning_rate': 8.903465523913957e-07, 'epoch': 0.87}

{'loss': 0.9032, 'learning_rate': 7.954642924533995e-07, 'epoch': 0.88}

{'loss': 0.794, 'learning_rate': 7.057174784013432e-07, 'epoch': 0.88}

{'loss': 0.8833, 'learning_rate': 6.211561822781476e-07, 'epoch': 0.89}

{'loss': 0.9077, 'learning_rate': 5.418275829936537e-07, 'epoch': 0.9}

{'loss': 0.8111, 'learning_rate': 4.6777594000230855e-07, 'epoch': 0.91}

{'loss': 0.8381, 'learning_rate': 3.9904256860967436e-07, 'epoch': 0.91}

{'loss': 0.88, 'learning_rate': 3.356658169215743e-07, 'epoch': 0.92}

{'loss': 0.9086, 'learning_rate': 2.776810444486944e-07, 'epoch': 0.93}

{'loss': 0.8354, 'learning_rate': 2.2512060237861455e-07, 'epoch': 0.93}

{'loss': 0.8614, 'learning_rate': 1.7801381552624565e-07, 'epoch': 0.94}

{'loss': 0.9486, 'learning_rate': 1.3638696597277678e-07, 'epoch': 0.95}

{'loss': 0.816, 'learning_rate': 1.0026327840221728e-07, 'epoch': 0.96}

{'loss': 0.9163, 'learning_rate': 6.966290714375934e-08, 'epoch': 0.96}

{'loss': 0.9046, 'learning_rate': 4.460292492716512e-08, 'epoch': 0.97}

{'loss': 0.8589, 'learning_rate': 2.509731335744281e-08, 'epoch': 0.98}

{'loss': 0.8662, 'learning_rate': 1.1156955114162149e-08, 'epoch': 0.99}

{'loss': 0.9136, 'learning_rate': 2.7896278797256983e-09, 'epoch': 0.99}

{'loss': 0.8567, 'learning_rate': 0.0, 'epoch': 1.0}
{'train_runtime': 359.6182, 'train_samples_per_second': 12.28, 'train_steps_per_second': 0.384, 'train_loss': 0.9023913209852965, 'epoch': 1.0}
Some non-default generation parameters are set in the model config. These should go into a GenerationConfig file (https://huggingface.co/docs/transformers/generation_strategies#save-a-custom-decoding-strategy-with-your-model) instead. This warning will be raised to an exception in v4.41.
Non-default generation parameters: {'max_length': 4096}
You are using a model of type llava to instantiate a model of type llama. This is not supported for all configurations of models and can yield errors.
